"id_player","ranked","player_name","player_position","age","team","field_goal","field_goal_attempts","three_points","three_points_attempts","two_points","two_points_attempts","free_throws","free_throws_attempts","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points"
"gilleco01","174","Collin Gillespie","PG","24","Denver Nuggets","32","69","15","38","17","31","8","12","1","20","21","27","13","0","14","24","87"
"gilyaja01","175","Jacob Gilyard","PG","25","Memphis Grizzlies","60","144","51","120","9","24","2","2","8","35","43","131","27","5","29","35","173"
"gilyaja01","175","Jacob Gilyard","PG","25","Brooklyn Nets","0","6","0","6","0","0","0","0","1","2","3","6","6","0","1","4","0"
"goberru01","176","Rudy Gobert","C","31","Minnesota Timberwolves","406","614","0","3","406","611","249","390","285","697","982","102","52","162","118","238","1061"
"goodwjo01","177","Jordan Goodwin","PG","25","Phoenix Suns","75","193","23","80","52","113","25","29","40","77","117","78","23","9","29","43","198"
"goodwjo01","177","Jordan Goodwin","PG","25","Memphis Grizzlies","66","189","19","61","47","128","19","30","48","88","136","77","25","9","27","33","170"
"gordoaa01","178","Aaron Gordon","PF","28","Denver Nuggets","398","716","40","138","358","578","177","269","174","297","471","259","56","45","105","142","1013"
"gordoer01","179","Eric Gordon","SG","35","Phoenix Suns","274","618","150","397","124","221","51","64","16","106","122","139","66","30","73","79","749"
"grahade01","180","Devonte Graham","PG","28","San Antonio Spurs","38","108","25","83","13","25","13","16","5","31","36","49","9","2","17","14","114"
"grantje01","181","Jerami Grant","PF","29","Portland Trail Blazers","383","850","111","276","272","574","255","312","37","154","191","152","45","34","116","117","1132"
"grayra01","182","RaiQuan Gray","PF","24","San Antonio Spurs","10","17","3","7","7","10","0","0","2","5","7","6","1","1","1","0","23"
"greenaj01","183","A.J. Green","SG","24","Milwaukee Bucks","83","196","69","169","14","27","17","19","9","55","64","30","9","4","12","49","252"
"greenda02","184","Danny Green","SG","36","Philadelphia 76ers","0","2","0","1","0","1","0","0","0","2","2","1","1","0","0","1","0"
"greendr01","185","Draymond Green","PF","33","Golden State Warriors","185","372","51","129","134","243","54","74","76","322","398","332","55","47","135","166","475"
"greenja05","186","Jalen Green","SG","21","Houston Rockets","563","1332","201","605","362","727","283","352","41","382","423","291","66","28","191","115","1610"
"greenja02","187","Javonte Green","SF","30","Chicago Bulls","45","75","10","27","35","48","10","13","20","47","67","5","10","8","7","19","110"
"greenje02","188","Jeff Green","PF","37","Houston Rockets","167","366","53","160","114","206","122","149","46","132","178","70","16","31","46","100","509"
"greenjo02","189","Josh Green","SG","23","Dallas Mavericks","179","374","72","187","107","187","39","57","40","144","184","130","47","9","60","107","469"
"griffaj01","190","AJ Griffin","SF","20","Atlanta Hawks","18","62","10","39","8","23","2","2","2","16","18","5","1","2","8","6","48"
"grimequ01","191","Quentin Grimes","SG","23","New York Knicks","113","286","77","212","36","74","24","34","14","74","88","52","30","3","21","66","327"
"grimequ01","191","Quentin Grimes","SG","23","Detroit Pistons","9","42","4","28","5","14","10","11","1","11","12","14","5","4","7","9","32"
"gueyemo01","192","Mouhamadou Gueye","PF","25","Toronto Raptors","11","38","0","3","11","35","4","9","12","11","23","5","3","18","12","15","26"
"gueyemo02","193","Mouhamed Gueye","PF","21","Atlanta Hawks","8","23","3","9","5","14","5","6","10","12","22","4","5","4","1","13","24"
"hachiru01","194","Rui Hachimura","PF","25","Los Angeles Lakers","363","676","98","232","265","444","99","134","58","236","294","81","41","25","46","101","923"
"haganas01","195","Ashton Hagans","PG","24","Portland Trail Blazers","29","71","8","25","21","46","14","17","14","31","45","54","11","9","30","40","80"
"halibty01","196","Tyrese Haliburton","PG","23","Indiana Pacers","500","1048","195","535","305","513","194","227","35","236","271","752","83","48","159","75","1389"
"hamptrj01","197","R.J. Hampton","PG","22","Miami Heat","4","14","1","8","3","6","1","2","2","4","6","8","0","0","3","8","10"
"hardati02","198","Tim Hardaway Jr.","SF","31","Dallas Mavericks","392","976","211","597","181","379","144","169","22","232","254","139","42","6","69","106","1139"
"hardeja01","199","James Harden","PG","34","Los Angeles Clippers","352","822","186","488","166","334","302","344","34","335","369","614","77","57","185","127","1192"
"hardyja02","200","Jaden Hardy","SG","21","Dallas Mavericks","195","479","81","224","114","255","59","76","20","111","131","109","22","4","62","80","530"
"harpero02","201","Ron Harper Jr.","PF","23","Toronto Raptors","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"harriga01","202","Gary Harris","SG","29","Orlando Magic","131","297","76","205","55","92","34","45","24","67","91","87","49","14","31","91","372"
"harrijo01","203","Joe Harris","SG","32","Detroit Pistons","14","39","10","30","4","9","1","2","3","10","13","10","3","2","4","19","39"
"harrike01","204","Kevon Harris","SG","26","Orlando Magic","2","3","0","0","2","3","0","0","0","2","2","1","0","0","1","3","4"
"harrito02","205","Tobias Harris","PF","31","Philadelphia 76ers","463","951","91","258","372","693","187","213","80","373","453","217","70","46","93","115","1204"
"harrish01","206","Shaquille Harrison","SG","30","Memphis Grizzlies","1","2","0","0","1","2","0","0","0","2","2","0","0","1","0","0","2"
"hartjo01","207","Josh Hart","SF","28","New York Knicks","295","679","80","258","215","421","91","115","128","547","675","331","75","23","118","171","761"
"harteis01","208","Isaiah Hartenstein","C","25","New York Knicks","235","365","1","3","234","362","111","157","244","382","626","188","87","85","93","210","582"
"hausesa01","209","Sam Hauser","SF","26","Boston Celtics","249","558","197","465","52","93","17","19","45","231","276","82","40","25","32","99","712"
"hawkijo01","210","Jordan Hawkins","SG","21","New Orleans Pelicans","174","456","109","298","65","158","67","80","29","119","148","70","19","7","40","72","524"
"hayesja02","211","Jaxson Hayes","C","23","Los Angeles Lakers","126","175","0","8","126","167","51","82","69","142","211","33","34","29","43","123","303"
"hayeski01","212","Killian Hayes","PG","22","Detroit Pistons","117","283","22","74","95","209","33","50","11","108","119","205","36","20","51","75","289"
"haywago01","213","Gordon Hayward","SF","33","Charlotte Hornets","139","297","22","61","117","236","62","81","25","92","117","116","28","12","51","46","362"
"haywago01","213","Gordon Hayward","SF","33","Oklahoma City Thunder","48","106","15","29","33","77","27","39","13","51","64","42","12","1","15","21","138"
"hendesc01","214","Scoot Henderson","PG","19","Portland Trail Blazers","307","797","87","268","220","529","167","204","53","141","194","336","48","13","212","195","868"
"hendrita01","215","Taylor Hendricks","PF","20","Utah Jazz","108","240","53","140","55","100","23","29","46","139","185","32","28","30","27","77","292"
"herroty01","216","Tyler Herro","SG","24","Miami Heat","324","735","132","333","192","402","95","111","19","203","222","188","30","3","93","63","875"
"hieldbu01","217","Buddy Hield","SF","31","Indiana Pacers","229","517","137","357","92","160","28","33","34","133","167","139","43","31","62","103","623"
"hieldbu01","217","Buddy Hield","SG","31","Philadelphia 76ers","142","333","82","211","60","122","24","26","27","75","102","97","27","11","41","66","390"
"highsha01","218","Haywood Highsmith","PF","27","Miami Heat","153","329","76","192","77","137","23","36","65","145","210","70","53","30","34","117","405"
"hintona01","219","Nate Hinton","SG","24","Houston Rockets","11","26","7","14","4","12","4","5","7","15","22","10","3","2","3","11","33"
"hodgedm01","220","DMoi Hodge","SG","25","Los Angeles Lakers","5","15","3","12","2","3","1","2","0","0","0","5","1","1","1","4","14"
"holidaa01","221","Aaron Holiday","PG","27","Houston Rockets","186","417","84","217","102","200","58","63","23","100","123","140","42","6","53","125","514"
"holidjr01","222","Jrue Holiday","PG","33","Boston Celtics","331","689","138","322","193","367","60","72","84","289","373","333","61","53","124","108","860"
"holidju01","223","Justin Holiday","SG","34","Denver Nuggets","88","194","55","136","33","58","3","4","9","62","71","67","36","9","14","69","234"
"holmeri01","224","Richaun Holmes","C","30","Dallas Mavericks","33","59","0","0","33","59","12","21","33","45","78","15","3","9","12","33","78"
"holmeri01","224","Richaun Holmes","PF","30","Washington Wizards","49","88","1","3","48","85","22","26","38","66","104","10","8","10","12","41","121"
"holmgch01","225","Chet Holmgren","C","21","Oklahoma City Thunder","505","953","129","349","376","604","218","275","129","519","648","200","53","190","131","197","1357"
"hoodsja01","226","Jalen Hood-Schifino","SG","20","Los Angeles Lakers","10","45","2","15","8","30","12","20","2","11","13","8","3","2","9","13","34"
"horfoal01","227","Al Horford","C","37","Boston Celtics","214","419","108","258","106","161","26","30","82","331","413","168","38","62","48","93","562"
"hortota01","228","Talen Horton-Tucker","PG","23","Utah Jazz","184","465","60","182","124","283","88","109","21","100","121","177","45","19","65","94","516"
"houseda01","229","Danuel House Jr.","SF","30","Philadelphia 76ers","47","105","15","50","32","55","35","46","16","42","58","28","15","5","19","45","144"
"houstca01","230","Caleb Houstan","SF","21","Orlando Magic","80","206","72","193","8","13","21","26","28","56","84","29","15","4","16","61","253"
"howarje01","231","Jett Howard","SF","20","Orlando Magic","10","30","7","25","3","5","2","4","1","6","7","6","2","2","3","4","29"
"huertke01","232","Kevin Huerter","SG","25","Sacramento Kings","248","560","123","341","125","219","36","47","38","186","224","166","45","23","53","135","655"
"huffja01","233","Jay Huff","C","25","Denver Nuggets","9","15","3","9","6","6","2","2","2","9","11","2","2","3","1","9","23"
"huntede01","234","DeAndre Hunter","SF","26","Atlanta Hawks","304","663","117","304","187","359","166","196","31","191","222","87","40","16","83","146","891"
"hurtma01","235","Matthew Hurt","PF","23","Memphis Grizzlies","12","34","5","20","7","14","3","3","9","7","16","4","3","3","2","8","32"
"hylanbo01","236","Bones Hyland","PG","23","Los Angeles Clippers","97","251","44","135","53","116","18","23","5","50","55","93","26","4","44","51","256"
"inglejo01","237","Joe Ingles","SF","36","Orlando Magic","99","227","70","161","29","66","28","34","18","124","142","203","43","5","67","88","296"
"ingrabr01","238","Brandon Ingram","SF","26","New Orleans Pelicans","500","1017","86","242","414","775","246","307","43","281","324","363","50","40","163","145","1332"
"irvinky01","239","Kyrie Irving","SG","31","Dallas Mavericks","562","1131","173","421","389","710","190","210","44","246","290","299","74","28","106","112","1487"
"isaacjo01","240","Jonathan Isaac","PF","26","Orlando Magic","146","286","42","112","104","174","59","82","73","187","260","30","43","70","27","64","393"
"iveyja01","241","Jaden Ivey","SG","21","Detroit Pistons","417","973","124","369","293","604","227","303","86","178","264","296","57","41","190","204","1185"
"jacksan01","242","Andre Jackson Jr.","SG","22","Milwaukee Bucks","50","100","17","46","33","54","8","11","43","70","113","50","16","6","28","92","125"
"jacksgg01","243","GG Jackson II","PF","19","Memphis Grizzlies","241","563","102","286","139","277","115","153","53","143","196","59","28","24","65","64","699"
"jacksis01","244","Isaiah Jackson","C","22","Indiana Pacers","155","233","0","4","155","229","73","102","94","144","238","50","34","61","39","137","383"
"jacksja02","245","Jaren Jackson Jr.","C","24","Memphis Grizzlies","516","1162","117","366","399","796","337","417","85","280","365","154","80","106","160","235","1486"
"jacksju01","246","Justin Jackson","SF","28","Minnesota Timberwolves","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"jacksqu01","247","Quenton Jackson","PG","25","Indiana Pacers","0","1","0","0","0","1","2","2","0","4","4","2","1","0","0","1","2"
"jacksre01","248","Reggie Jackson","PG","33","Denver Nuggets","326","756","102","284","224","472","79","98","33","122","155","308","44","13","106","149","833"
"jackstr02","249","Trayce Jackson-Davis","PF","23","Golden State Warriors","233","332","0","1","233","331","74","132","135","206","341","82","29","76","49","108","540"
"jamesle01","250","LeBron James","PF","39","Los Angeles Lakers","685","1269","149","363","536","906","303","404","61","457","518","589","89","38","245","78","1822"
"jaqueja01","251","Jaime Jaquez Jr.","SF","22","Miami Heat","341","697","65","202","276","495","142","175","82","203","285","195","77","20","110","167","889"
"jarrede01","252","DeJon Jarreau","SG","26","Memphis Grizzlies","17","50","4","13","13","37","5","11","8","36","44","26","6","2","9","14","43"
"jeffrda01","253","DaQuan Jeffries","SG","26","New York Knicks","6","17","2","10","4","7","0","2","0","5","5","5","0","1","3","2","14"
"jemistr01","254","Trey Jemison","C","24","Washington Wizards","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0"
"jemistr01","254","Trey Jemison","C","24","Memphis Grizzlies","75","136","0","0","75","136","21","25","64","69","133","27","12","28","33","69","171"
"jeromty01","255","Ty Jerome","SG","26","Cleveland Cavaliers","2","4","0","1","2","3","0","0","1","0","1","3","0","0","1","2","4"
"joeis01","256","Isaiah Joe","SG","24","Oklahoma City Thunder","222","485","147","353","75","132","45","52","32","148","180","99","46","22","47","87","636"
"johnsca02","257","Cameron Johnson","PF","27","Brooklyn Nets","276","619","138","353","138","266","86","109","55","196","251","138","49","15","57","105","776"
"johnsja05","258","Jalen Johnson","SF","22","Atlanta Hawks","359","702","71","200","288","502","107","147","74","414","488","203","67","47","101","133","896"
"johnsja01","259","James Johnson","PF","36","Indiana Pacers","3","10","0","2","3","8","2","2","1","3","4","8","5","1","5","9","8"
"johnske04","260","Keldon Johnson","SF","24","San Antonio Spurs","391","862","127","367","264","495","175","221","95","282","377","195","51","20","100","149","1084"
"johnske07","261","Keon Johnson","SG","21","Brooklyn Nets","8","21","4","10","4","11","11","12","3","4","7","3","3","1","5","5","31"
"johnske08","262","Keyontae Johnson","SF","23","Oklahoma City Thunder","5","16","1","3","4","13","0","0","4","6","10","4","1","0","4","5","11"
"jokicni01","263","Nikola Jokic","C","28","Denver Nuggets","822","1411","83","231","739","1180","358","438","223","753","976","708","108","68","237","194","2085"
"jonesco02","264","Colby Jones","SG","21","Sacramento Kings","28","71","2","22","26","49","6","11","17","23","40","20","7","5","10","29","64"
"jonesda03","265","Damian Jones","C","28","Cleveland Cavaliers","43","72","3","14","40","58","18","21","20","42","62","15","7","13","13","27","107"
"jonesde02","266","Derrick Jones Jr.","SF","26","Dallas Mavericks","239","495","82","239","157","256","97","136","82","168","250","75","53","51","65","121","657"
"joneshe01","267","Herbert Jones","SF","25","New Orleans Pelicans","293","588","114","273","179","315","137","158","74","198","272","199","105","62","93","224","837"
"jonesma05","268","Mason Jones","SG","25","Sacramento Kings","2","8","2","7","0","1","1","2","1","4","5","5","1","0","2","3","7"
"jonestr01","269","Tre Jones","PG","24","San Antonio Spurs","303","600","64","191","239","409","101","118","58","231","289","478","78","9","116","92","771"
"jonesty01","270","Tyus Jones","PG","27","Washington Wizards","326","666","106","256","220","410","32","40","20","159","179","485","71","18","66","48","790"
"jordade01","271","DeAndre Jordan","C","35","Denver Nuggets","58","93","0","0","58","93","26","53","54","103","157","26","6","16","23","56","142"
"josepco01","272","Cory Joseph","PG","32","Golden State Warriors","23","64","13","42","10","22","4","7","6","24","30","42","4","3","12","25","63"
"jovicni01","273","Nikola Jovic","PF","20","Miami Heat","127","281","65","163","62","118","33","47","25","167","192","90","25","14","42","82","352"
"juzanjo01","274","Johnny Juzang","SG","22","Utah Jazz","51","110","32","77","19","33","10","14","7","29","36","23","4","2","13","29","144"
"kennalu01","275","Luke Kennard","SG","27","Memphis Grizzlies","141","315","107","238","34","77","40","45","11","102","113","136","20","2","54","39","429"
"kesslwa01","276","Walker Kessler","C","22","Utah Jazz","229","350","4","19","225","331","56","93","165","316","481","60","30","154","66","132","518"
"keybr01","277","Braxton Key","SF","26","Denver Nuggets","7","17","2","5","5","12","6","8","3","15","18","9","2","1","1","5","22"
"kispeco01","278","Corey Kispert","SF","24","Washington Wizards","386","794","184","480","202","314","114","157","30","195","225","156","41","16","98","141","1070"
"klebima01","279","Maxi Kleber","C","32","Dallas Mavericks","63","146","32","92","31","54","33","47","30","113","143","68","17","30","28","79","191"
"knoxke01","280","Kevin Knox","SF","24","Detroit Pistons","86","186","31","94","55","92","20","22","18","57","75","23","13","7","22","50","223"
"konchjo01","281","John Konchar","SF","27","Memphis Grizzlies","88","208","38","120","50","88","21","25","72","185","257","110","51","51","46","76","235"
"korkmfu01","282","Furkan Korkmaz","SG","26","Philadelphia 76ers","30","76","14","40","16","36","14","20","4","26","30","25","14","3","10","17","88"
"kornelu01","283","Luke Kornet","C","28","Boston Celtics","142","203","1","1","141","202","49","54","118","143","261","67","23","61","21","77","334"
"krejcvi01","284","Vit Krejci","PG","23","Atlanta Hawks","51","104","28","68","23","36","5","6","11","41","52","50","13","6","20","48","135"
"kuminjo01","285","Jonathan Kuminga","PF","21","Golden State Warriors","456","862","53","165","403","697","223","299","92","263","355","163","55","36","122","169","1188"
"kuzmaky01","286","Kyle Kuzma","PF","28","Washington Wizards","608","1313","151","450","457","863","186","240","62","402","464","296","37","49","192","153","1553"
"landajo01","287","Jock Landale","C","28","Houston Rockets","106","206","10","40","96","166","52","65","88","84","172","65","20","33","31","74","274"
"laravja01","288","Jake LaRavia","PF","22","Memphis Grizzlies","118","303","53","156","65","147","90","109","51","77","128","58","29","12","45","69","379"
"lavinza01","289","Zach LaVine","SG","28","Chicago Bulls","170","376","59","169","111","207","88","103","8","121","129","98","21","8","52","57","487"
"lawsoaj01","290","A.J. Lawson","SG","23","Dallas Mavericks","54","121","13","50","41","71","15","23","14","36","50","20","10","3","14","22","136"
"leesa01","291","Saben Lee","PG","24","Phoenix Suns","20","55","2","16","18","39","29","39","9","22","31","30","7","3","8","13","71"
"lenal01","292","Alex Len","C","30","Sacramento Kings","50","81","0","3","50","78","20","34","46","82","128","50","11","33","27","66","120"
"leonaka01","293","Kawhi Leonard","SF","32","Los Angeles Clippers","610","1162","140","336","470","826","253","286","84","332","416","244","111","59","119","97","1613"
"leverca01","294","Caris LeVert","SG","29","Cleveland Cavaliers","345","820","108","332","237","488","154","201","39","241","280","346","76","34","117","121","952"
"lewiski01","295","Kira Lewis Jr.","PG","22","New Orleans Pelicans","16","52","2","20","14","32","10","11","4","10","14","18","5","1","8","8","44"
"lewiski01","295","Kira Lewis Jr.","PG","22","Toronto Raptors","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"lewiski01","295","Kira Lewis Jr.","PG","22","Utah Jazz","18","40","2","13","16","27","7","9","5","7","12","19","4","1","6","4","45"
"lewisma05","296","Maxwell Lewis","SF","21","Los Angeles Lakers","4","21","1","9","3","12","2","3","2","2","4","6","2","1","10","5","11"
"liddeej01","297","E.J. Liddell","PF","23","New Orleans Pelicans","1","6","0","5","1","1","2","2","0","5","5","1","2","2","2","2","4"
"lillada01","298","Damian Lillard","PG","33","Milwaukee Bucks","541","1277","220","622","321","655","473","514","36","284","320","508","72","18","193","134","1775"
"littlna01","299","Nassir Little","SF","23","Phoenix Suns","57","124","21","70","36","54","17","20","14","61","75","21","10","10","14","39","152"
"livelde01","300","Dereck Lively II","C","19","Dallas Mavericks","221","296","0","2","221","294","41","81","135","243","378","60","36","77","50","144","483"
"liveris01","301","Isaiah Livers","PF","25","Detroit Pistons","40","116","22","77","18","39","12","18","15","33","48","25","13","5","16","43","114"
"livinch01","302","Chris Livingston","SF","20","Milwaukee Bucks","11","22","1","5","10","17","3","4","3","18","21","5","2","0","5","15","26"
"loftoke01","303","Kenneth Lofton Jr.","PF","21","Memphis Grizzlies","14","37","3","10","11","27","8","15","2","13","15","14","3","3","6","15","39"
"loftoke01","303","Kenneth Lofton Jr.","PF","21","Philadelphia 76ers","1","6","0","2","1","4","0","0","0","3","3","0","0","0","2","0","2"
"loftoke01","303","Kenneth Lofton Jr.","PF","21","Utah Jazz","21","35","4","12","17","23","9","11","10","10","20","19","3","2","6","9","55"
"looneke01","304","Kevon Looney","C","27","Golden State Warriors","139","233","0","1","139","232","56","83","143","276","419","133","28","29","50","155","334"
"lopezbr01","305","Brook Lopez","C","35","Milwaukee Bucks","366","755","148","404","218","351","110","134","117","292","409","127","43","189","79","191","990"
"lopezro01","306","Robin Lopez","C","35","Milwaukee Bucks","7","19","2","8","5","11","2","2","3","2","5","4","1","3","2","7","18"
"loveke01","307","Kevin Love","PF","35","Miami Heat","158","359","84","244","74","115","85","108","59","279","338","115","18","10","48","97","485"
"lowryky01","308","Kyle Lowry","PG","37","Miami Heat","103","242","62","161","41","81","35","42","25","104","129","147","39","15","53","94","303"
"lowryky01","308","Kyle Lowry","PG","37","Philadelphia 76ers","60","135","36","89","24","46","28","33","9","56","65","106","20","6","32","52","184"
"lundyse01","309","Seth Lundy","SF","23","Atlanta Hawks","4","17","3","13","1","4","3","4","1","6","7","0","0","0","1","6","14"
"lylestr01","310","Trey Lyles","PF","28","Sacramento Kings","143","321","84","219","59","102","49","70","61","196","257","72","17","19","38","86","419"
"maledth01","311","Théo Maledon","PG","22","Charlotte Hornets","19","66","5","30","14","36","11","12","4","19","23","28","7","0","15","18","54"
"maledth01","311","Théo Maledon","PG","22","Phoenix Suns","1","4","0","0","1","4","3","3","0","1","1","0","0","0","3","3","5"
"mamuksa01","312","Sandro Mamukelashvili","C","24","San Antonio Spurs","73","155","19","64","54","91","25","34","45","102","147","49","7","12","19","35","190"
"mannte01","313","Terance Mann","SG","27","Los Angeles Clippers","254","493","71","204","183","289","79","95","87","167","254","119","43","15","48","145","658"
"manntr01","314","Tre Mann","PG","22","Oklahoma City Thunder","20","40","8","19","12","21","1","1","4","20","24","20","3","0","9","3","49"
"manntr01","314","Tre Mann","PG","22","Charlotte Hornets","125","276","39","107","86","169","44","58","16","109","125","145","48","3","56","45","333"
"marjabo01","315","Boban Marjanovic","C","35","Houston Rockets","18","34","0","2","18","32","9","14","7","25","32","6","1","2","5","5","45"
"markkla01","316","Lauri Markkanen","PF","26","Utah Jazz","427","890","175","439","252","451","249","277","122","327","449","110","50","26","77","100","1278"
"marshna01","317","Naji Marshall","SF","26","New Orleans Pelicans","170","367","58","150","112","217","68","86","53","187","240","128","49","12","65","91","466"
"martica02","318","Caleb Martin","SF","28","Miami Heat","241","559","81","232","160","327","77","99","74","207","281","143","47","29","77","126","640"
"martico01","319","Cody Martin","SF","28","Charlotte Hornets","82","215","27","86","55","129","20","33","19","90","109","104","32","18","44","48","211"
"martike04","320","KJ Martin","SF","23","Los Angeles Clippers","4","10","1","5","3","5","1","2","1","2","3","1","2","1","2","3","10"
"martike04","320","KJ Martin","SF","23","Philadelphia 76ers","93","171","7","23","86","148","21","39","40","88","128","50","20","11","30","97","214"
"mathega01","321","Garrison Mathews","SG","27","Atlanta Hawks","103","226","85","193","18","33","34","42","17","75","92","37","20","8","19","115","325"
"mathube01","322","Bennedict Mathurin","SF","21","Indiana Pacers","296","663","80","214","216","449","184","224","60","174","234","119","35","14","97","117","856"
"matthwe02","323","Wesley Matthews","SG","37","Atlanta Hawks","34","97","24","69","10","28","18","24","9","44","53","23","16","11","8","43","110"
"maxeyty01","324","Tyrese Maxey","PG","23","Philadelphia 76ers","638","1419","212","569","426","850","328","378","36","222","258","433","69","33","116","151","1816"
"mayssk01","325","Skylar Mays","PG","26","Portland Trail Blazers","53","138","14","49","39","89","13","17","9","28","37","75","14","3","18","20","133"
"mayssk01","325","Skylar Mays","SG","26","Los Angeles Lakers","10","21","2","5","8","16","0","0","1","5","6","10","7","1","2","6","22"
"mcbrimi01","326","Miles McBride","PG","23","New York Knicks","205","454","109","266","96","188","43","50","31","69","100","114","50","7","30","108","562"
"mccolcj01","327","CJ McCollum","PG","32","New Orleans Pelicans","484","1055","239","557","245","498","115","139","39","247","286","305","62","41","110","126","1322"
"mccontj01","328","T.J. McConnell","PG","31","Indiana Pacers","330","593","18","44","312","549","49","62","36","155","191","390","72","8","108","79","727"
"mcdanja02","329","Jaden McDaniels","SF","23","Minnesota Timberwolves","307","628","86","255","221","373","57","79","56","168","224","101","63","42","87","219","757"
"mcdanja01","330","Jalen McDaniels","SF","26","Toronto Raptors","65","189","12","71","53","118","27","37","18","61","79","37","19","6","30","52","169"
"mcderdo01","331","Doug McDermott","SF","32","San Antonio Spurs","95","215","76","173","19","42","10","17","8","40","48","57","11","2","24","48","276"
"mcderdo01","331","Doug McDermott","SF","32","Indiana Pacers","28","69","18","56","10","13","1","2","2","9","11","13","5","0","4","16","75"
"mcgeeja01","332","JaVale McGee","C","36","Sacramento Kings","79","132","1","7","78","125","26","45","42","84","126","17","14","20","34","46","185"
"mcgowbr01","333","Bryce McGowens","SG","21","Charlotte Hornets","101","230","34","102","67","128","66","85","17","85","102","51","21","10","30","74","302"
"mclaujo01","334","Jordan McLaughlin","PG","27","Minnesota Timberwolves","70","145","42","89","28","56","13","18","18","54","72","110","35","7","19","31","195"
"meltode01","335","DeAnthony Melton","SG","25","Philadelphia 76ers","139","360","77","214","62","146","66","79","28","113","141","114","60","16","39","84","421"
"mensana01","336","Nathan Mensah","C","25","Charlotte Hornets","12","28","0","0","12","28","9","12","29","36","65","9","6","14","14","64","33"
"merrisa01","337","Sam Merrill","SG","27","Cleveland Cavaliers","158","393","143","354","15","39","26","28","22","98","120","108","19","4","19","72","485"
"metuch01","338","Chimezie Metu","C","26","Phoenix Suns","66","130","15","51","51","79","38","43","24","86","110","19","19","9","27","39","185"
"metuch01","338","Chimezie Metu","C","26","Detroit Pistons","57","114","13","43","44","71","20","21","17","67","84","27","24","7","25","32","147"
"micicva01","339","Vasilije Micić","PG","30","Oklahoma City Thunder","37","91","11","45","26","46","14","19","1","23","24","76","9","3","29","22","99"
"micicva01","339","Vasilije Micić","PG","30","Charlotte Hornets","122","279","32","109","90","170","47","56","13","51","64","186","22","4","70","46","323"
"middlkh01","340","Khris Middleton","SF","32","Milwaukee Bucks","317","643","94","247","223","396","100","120","40","217","257","292","51","15","127","141","828"
"millebr02","341","Brandon Miller","SF","21","Charlotte Hornets","476","1083","184","493","292","590","143","173","60","255","315","175","66","42","132","184","1279"
"millejo02","342","Jordan Miller","SF","24","Los Angeles Clippers","5","9","1","2","4","7","2","2","3","2","5","0","0","0","1","2","13"
"millele01","343","Leonard Miller","SF","20","Minnesota Timberwolves","13","20","2","5","11","15","1","2","5","15","20","8","2","1","1","5","29"
"whiteda01","344","Dariq Whitehead","SF","19","Brooklyn Nets","1","5","0","3","1","2","1","2","0","4","4","3","0","1","0","0","3"
"millspa02","345","Patty Mills","PG","35","Atlanta Hawks","19","51","13","34","6","17","0","0","5","15","20","14","9","1","8","17","51"
"millspa02","345","Patty Mills","PG","35","Miami Heat","27","80","11","53","16","27","11","11","4","11","15","20","11","0","8","15","76"
"miltosh01","346","Shake Milton","SG","27","Minnesota Timberwolves","64","160","14","53","50","107","36","44","7","44","51","50","16","5","28","44","178"
"miltosh01","346","Shake Milton","SG","27","Detroit Pistons","11","26","3","9","8","17","2","3","7","11","18","6","2","1","3","3","27"
"miltosh01","346","Shake Milton","SG","27","New York Knicks","4","9","1","2","3","7","2","2","0","6","6","4","1","0","0","7","11"
"minayju01","347","Justin Minaya","SF","24","Portland Trail Blazers","22","74","12","49","10","25","5","9","30","26","56","21","9","10","9","35","61"
"minotjo01","348","Josh Minott","SF","21","Minnesota Timberwolves","17","36","4","10","13","26","12","14","4","13","17","8","5","5","2","10","50"
"mitchda01","349","Davion Mitchell","PG","25","Sacramento Kings","146","323","57","158","89","165","30","42","19","76","95","134","17","3","43","85","379"
"mitchdo01","350","Donovan Mitchell","SG","27","Cleveland Cavaliers","503","1089","182","494","321","595","275","318","46","234","280","333","101","30","154","118","1463"
"mobleev01","351","Evan Mobley","PF","22","Cleveland Cavaliers","320","552","22","59","298","493","123","171","111","357","468","160","45","72","90","134","785"
"mobleis01","352","Isaiah Mobley","PF","24","Cleveland Cavaliers","10","24","3","10","7","14","0","1","3","7","10","6","2","0","2","6","23"
"monkma01","353","Malik Monk","SG","25","Sacramento Kings","396","893","148","423","248","470","170","205","28","184","212","370","45","39","150","156","1110"
"moodymo01","354","Moses Moody","SG","21","Golden State Warriors","194","420","72","200","122","220","73","93","65","131","196","57","42","24","44","90","533"
"moonxa01","355","Xavier Moon","SG","29","Los Angeles Clippers","15","46","2","17","13","29","1","2","8","10","18","21","3","3","5","8","33"
"mooreta02","356","Taze Moore","SG","25","Portland Trail Blazers","8","19","1","7","7","12","1","2","4","4","8","5","2","0","3","4","18"
